old_source_mat_id,ref_code_seq,ref_code,nucl_acid_ext,nucl_acid_amp,lib_reads_seqd,lib_layout,target_gene,target_subfragment,ampl_size,pcr_primers,mid,adapters,pcr_cond,seq_quality_check,seq_meth,dna_conc,dna_conc_method,dna_quantity_after_extraction,analysis,run,reads_name,mock_pr,mock_eu,source_mat_id_an,url_seq,sop_seq,source_mat_id,obs_id,batch,sample_type,seq_run_ro_crate_fname,forward_read_fname,backward_read_fname,run_status,version,date_started,system_run,output_loc,output_size
EMOBON_ROSKOGO_So_210826_micro_1,DBH_AAAP,EMOBON00088,https://www.qiagen.com/us/products/discovery-and-translational-research/dna-rna-purification/dna-purification/microbial-dna/dneasy-powersoil-pro-kit?catno=47016,metag,49808546.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,48.3,,4395.3,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBH_AAAPOSDA_1_HMNJKDSX3.UDI272,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_ROSKOGO_So_210826_micro_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_ROSKOGO_So_1,ROSKOGO,001,sediment,,DBH_AAAPOSDA_1_1_HMNJKDSX3.UDI272_clean.fastq.gz,,COMPLETED,1.0,09/10/2023,REDI,,8.7
EMOBON_ROSKOGO_So_210826_micro_2,DBH_AAAQ,EMOBON00089,https://www.qiagen.com/us/products/discovery-and-translational-research/dna-rna-purification/dna-purification/microbial-dna/dneasy-powersoil-pro-kit?catno=47016,metag,54618972.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,29.1,,2619.0,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBH_AAAQOSDA_1_HMNJKDSX3.UDI284,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_ROSKOGO_So_210826_micro_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_ROSKOGO_So_2,ROSKOGO,001,sediment,,DBH_AAAQOSDA_1_1_HMNJKDSX3.UDI284_clean.fastq.gz,,COMPLETED,1.0,16/10/2023,REDI,,
EMOBON_AAOT_Wa_210622_0.2um_1,DBB_AAAU,EMOBON00050,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,58319864.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,16.85,,1651.3,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AAAUOSDA_1_HMNJKDSX3.UDI230,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_AAOT_Wa_210622_0.2um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_AAOT_Wa_6,AAOT,001,filters,,DBB_AAAUOSDA_1_1_HMNJKDSX3.UDI230_clean.fastq.gz,DBB_AAAUOSDA_1_2_HMNJKDSX3.UDI230_clean.fastq.gz,COMPLETED,develop (3cf3a7d),2016-12-20,CETA,,
EMOBON_AAOT_Wa_210622_0.2um_2,DBB_AAAV,EMOBON00051,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,52213740.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,24.6,,2410.8,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AAAVOSDA_1_HMNJKDSX3.UDI242,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_AAOT_Wa_210622_0.2um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_AAOT_Wa_7,AAOT,001,filters,,DBB_AAAVOSDA_1_1_HMNJKDSX3.UDI242_clean.fastq.gz,DBB_AAAVOSDA_1_2_HMNJKDSX3.UDI242_clean.fastq.gz,COMPLETED,develop (3cf3a7d),2016-12-20,CETA,,
EMOBON_AAOT_Wa_210622_3um_1,DBB_AAAS,EMOBON00048,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,79607707.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,8.07,,790.9,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AAASOSDA_4_HMGW5DSX3.UDI206,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_AAOT_Wa_210622_3um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_AAOT_Wa_1,AAOT,001,filters,DBB_AAASOSDA_4_HMGW5DSX3.UDI206.zip,DBB_AAASOSDA_4_1_HMGW5DSX3.UDI206_clean.fastq.gz,DBB_AAASOSDA_4_2_HMGW5DSX3.UDI206_clean.fastq.gz,COMPLETED,1.0,2023-08-02,HCMR-HPC,HCMR-HPC,
EMOBON_AAOT_Wa_210622_3um_2,DBB_AAAT,EMOBON00049,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,78700756.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,9.09,,890.8,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AAATOSDA_4_HMGW5DSX3.UDI218,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_AAOT_Wa_210622_3um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_AAOT_Wa_2,AAOT,001,filters,DBB_AAATOSDA_4_HMGW5DSX3.UDI218.zip,DBB_AAATOSDA_4_1_HMGW5DSX3.UDI218_clean.fastq.gz,DBB_AAATOSDA_4_2_HMGW5DSX3.UDI218_clean.fastq.gz,COMPLETED,1.0,2023-08-09,HCMR-HPC,HCMR-HPC,
EMOBON_AAOT_Wa_210809_0.2um_1,DBB_AAAY,EMOBON00054,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,51762061.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,5.67,,555.7,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AAAYOSDA_1_HMNJKDSX3.UDI254,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_AAOT_Wa_210809_0.2um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_AAOT_Wa_26,AAOT,001,filters,,DBB_AAAYOSDA_1_1_HMNJKDSX3.UDI254_clean.fastq.gz,DBB_AAAYOSDA_1_2_HMNJKDSX3.UDI254_clean.fastq.gz        ,COMPLETED,develop (3cf3a7d),2016-12-20,CETA,,
EMOBON_AAOT_Wa_210809_0.2um_2,DBB_AAAZ,EMOBON00055,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,46817773.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,5.21,,510.6,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AAAZOSDA_1_HMNJKDSX3.UDI266,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_AAOT_Wa_210809_0.2um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_AAOT_Wa_27,AAOT,001,filters,,DBB_AAAZOSDA_1_1_HMNJKDSX3.UDI266_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2016-12-20,CETA,,
EMOBON_AAOT_Wa_210809_3um_2,DBB_AAAX,EMOBON00053,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,75900755.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,1.195,,117.1,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AAAXOSDA_4_HMGW5DSX3.UDI227,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_AAOT_Wa_210809_3um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_AAOT_Wa_22,AAOT,001,filters,DBB_AAAXOSDA_4_HMGW5DSX3.UDI227.zip,DBB_AAAXOSDA_4_1_HMGW5DSX3.UDI227_clean.fastq.gz,DBB_AAAXOSDA_4_2_HMGW5DSX3.UDI227_clean.fastq.gz,COMPLETED,1.0,2023-08-09,HCMR-HPC,HCMR-HPC,
EMOBON_BPNS_Wa_210701_0.2um_1,DBB_AACV,EMOBON00010,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,59885936.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,19.2,,2016.0,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AACVOSDA_1_HMNJKDSX3.UDI235,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_BPNS_Wa_210701_0.2um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_BPNS_Wa_7,BPNS,001,filters,,DBB_AACVOSDA_1_1_HMNJKDSX3.UDI235_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-11-14,CETA ceta3,,
EMOBON_BPNS_Wa_210701_0.2um_2,DBB_AACU,EMOBON00009,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,57150226.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,17.85,,1749.3,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AACUOSDA_1_HMNJKDSX3.UDI223,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_BPNS_Wa_210701_0.2um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_BPNS_Wa_6,BPNS,001,filters,,DBB_AACUOSDA_1_1_HMNJKDSX3.UDI223_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-11-25,CETA ceta1,,
EMOBON_BPNS_Wa_210701_3um_1,DBB_AACS,EMOBON00007,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,74391439.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,9.37,,918.3,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AACSOSDA_4_HMGW5DSX3.UDI199,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_BPNS_Wa_210701_3um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_BPNS_Wa_1,BPNS,001,filters,,DBB_AACSOSDA_4_1_HMGW5DSX3.UDI199_clean.fastq.gz,DBB_AACSOSDA_4_2_HMGW5DSX3.UDI199_clean.fastq.gz,COMPLETED,1.0,2023-10-03,HCMR-HPC,HCMR-HPC,
EMOBON_BPNS_Wa_210701_3um_2,DBB_AACT,EMOBON00008,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,87844664.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,2.45,,240.1,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AACTOSDA_4_HMGW5DSX3.UDI211,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_BPNS_Wa_210701_3um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_BPNS_Wa_2,BPNS,001,filters,,DBB_AACTOSDA_4_1_HMGW5DSX3.UDI211_clean.fastq.gz,,COMPLETED,1.0,2024-10-09,HCMR-HPC,HCMR-HPC,
EMOBON_BPNS_Wa_210825_0.2um_1,DBB_AACY,EMOBON00013,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,50474845.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,34.4,,3371.2,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AACYOSDA_1_HMNJKDSX3.UDI271,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_BPNS_Wa_210825_0.2um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_BPNS_Wa_26,BPNS,001,filters,,DBB_AACYOSDA_1_1_HMNJKDSX3.UDI271_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-11-13,CETA ceta1,,
